Contact ID,contact_created_at,contact_updated_at,utm_source,total_events,events_after_acq,first_event_at,distinct_event_days,engaged,retained
1472,2024-11-05 23:24:00,2024-11-05 23:24:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1476,2024-11-06 21:59:00,2024-11-06 21:59:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
2296,2025-03-07 07:53:00,2025-03-07 07:53:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
3408,2025-09-17 12:15:00,2025-09-17 12:15:00,unknown,1,0,2025-09-03 13:34:00,1,False,False
7,2024-09-16 16:16:00,2024-09-16 16:16:00,unknown,5,19,2024-08-16 11:05:00,9,True,True
141,2024-09-11 22:35:00,2024-09-11 22:35:00,unknown,5,19,2024-08-16 11:05:00,9,True,True
452,2024-09-07 18:01:00,2024-09-07 18:01:00,unknown,5,9,2024-08-16 11:05:00,9,True,True
850,2024-09-13 17:12:00,2024-09-13 17:12:00,unknown,7,14,2024-08-16 11:05:00,11,True,True
3246,2025-07-25 08:47:00,2025-07-25 08:47:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3250,2025-07-25 08:58:00,2025-07-25 08:58:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
753,2024-09-04 11:26:00,2024-09-04 11:26:00,unknown,2,1,2024-08-20 09:28:00,2,True,True
1372,2024-10-24 16:22:00,2024-10-24 16:22:00,dtc_newsletter,2,3,2024-10-11 09:27:00,2,True,True
1883,2025-01-01 16:57:00,2025-01-01 16:57:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1853,2024-12-24 13:33:00,2024-12-24 13:33:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1882,2024-12-31 17:21:00,2024-12-31 17:21:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
1651,2024-12-04 07:33:00,2024-12-04 07:33:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1698,2024-12-05 19:45:00,2024-12-05 19:45:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1750,2024-12-10 18:27:00,2024-12-10 18:27:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1785,2024-12-13 18:44:00,2024-12-13 18:44:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1790,2024-12-15 06:51:00,2024-12-15 06:51:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1808,2024-12-17 06:42:00,2024-12-17 06:42:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1829,2024-12-20 17:53:00,2024-12-20 17:53:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1627,2024-12-03 22:02:00,2024-12-03 22:02:00,alexey_linkedin,5,20,2024-08-16 11:05:00,8,True,True
1195,2024-10-15 18:06:00,2024-12-05 00:52:00,unknown,3,3,2024-08-16 11:05:00,8,True,True
766,2024-09-06 00:50:00,2024-09-06 00:50:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
806,2024-09-10 11:08:00,2024-09-10 11:08:00,unknown,3,16,2024-08-16 11:10:00,4,True,True
887,2024-09-16 13:25:00,2024-09-16 13:25:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
1106,2024-10-11 13:51:00,2024-11-01 12:56:00,unknown,3,5,2024-08-16 11:05:00,8,True,True
867,2024-09-15 03:57:00,2024-09-15 03:57:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
885,2024-09-16 11:14:00,2024-09-16 11:14:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
1283,2024-10-17 00:14:00,2024-10-17 00:14:00,unknown,4,1,2024-08-16 11:05:00,8,True,True
270,2025-07-15 15:15:00,2025-07-15 15:15:00,unknown,4,0,2024-08-16 11:05:00,8,False,True
471,2024-09-24 07:09:00,2024-09-24 07:09:00,unknown,4,5,2024-08-16 11:05:00,9,True,True
641,2024-09-20 18:33:00,2024-09-20 18:33:00,unknown,4,11,2024-08-16 11:05:00,8,True,True
947,2024-09-18 10:51:00,2025-07-21 18:44:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
2001,2025-01-20 16:35:00,2025-01-20 16:35:00,unknown,4,9,2024-08-16 11:05:00,8,True,True
3198,2025-07-15 15:14:00,2025-07-15 15:14:00,unknown,2,3,2025-02-22 09:38:00,2,True,True
2631,2025-06-16 15:32:00,2025-06-16 15:32:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
2686,2025-06-18 08:29:00,2025-06-18 08:29:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2964,2025-06-20 19:25:00,2025-06-20 19:25:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3034,2025-06-24 13:35:00,2025-06-24 13:35:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
3167,2025-07-08 05:06:00,2025-07-08 05:06:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
1400,2024-10-27 08:30:00,2024-10-27 08:30:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
2606,2025-06-16 10:26:00,2025-06-16 10:26:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
2745,2025-06-18 10:31:00,2025-06-18 10:31:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2876,2025-06-18 20:08:00,2025-06-18 20:08:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2926,2025-06-19 13:03:00,2025-06-19 13:03:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3111,2025-07-02 06:22:00,2025-07-02 06:22:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
3135,2025-07-06 21:45:00,2025-07-06 21:45:00,alexey_linkedin,2,0,2024-08-16 14:36:00,2,False,True
3212,2025-07-21 18:13:00,2025-07-21 18:13:00,unknown,3,8,2025-02-22 09:38:00,3,True,True
2465,2025-05-05 19:23:00,2025-05-05 19:23:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2529,2025-06-03 11:14:00,2025-06-10 16:01:00,unknown,3,6,2025-02-22 09:38:00,3,True,True
2404,2025-04-01 12:12:00,2025-04-01 15:07:00,unknown,7,0,2024-08-16 11:05:00,11,False,True
2412,2025-04-01 19:40:00,2025-04-01 19:40:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2443,2025-04-25 13:06:00,2025-04-25 13:06:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2450,2025-04-29 14:20:00,2025-04-29 14:20:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2457,2025-05-05 06:51:00,2025-05-05 06:51:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2014,2025-01-20 16:36:00,2025-01-20 16:36:00,unknown,6,3,2024-08-16 11:05:00,8,True,True
2339,2025-03-13 15:10:00,2025-03-13 15:10:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2324,2025-03-12 16:30:00,2025-03-12 16:30:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
1273,2024-10-16 18:46:00,2024-10-16 18:46:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1380,2024-10-25 14:04:00,2024-10-25 14:04:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1398,2024-10-26 22:00:00,2024-10-26 22:00:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
2295,2025-03-07 05:15:00,2025-03-07 05:15:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
117,2024-09-12 09:48:00,2024-09-12 09:48:00,unknown,4,18,2024-08-16 11:05:00,9,True,True
3410,2025-09-18 10:07:00,2025-09-18 10:07:00,unknown,1,0,2025-09-03 13:34:00,1,False,False
2706,2025-06-18 08:56:00,2025-06-18 08:56:00,alexey_linkedin,4,2,2024-08-16 11:05:00,8,True,True
151,2024-09-24 14:57:00,2024-12-05 13:25:00,unknown,6,16,2024-08-16 11:05:00,11,True,True
1029,2024-09-27 00:16:00,2024-10-07 19:15:00,activecampaign,6,28,2024-08-16 11:05:00,10,True,True
2497,2025-05-22 15:52:00,2025-05-22 15:52:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
3366,2025-08-25 12:23:00,2025-08-25 12:23:00,unknown,0,0,,0,False,False
3301,2025-08-07 11:16:00,2025-08-07 11:16:00,unknown,2,3,2025-02-22 09:38:00,2,True,True
1480,2024-11-07 15:00:00,2024-11-07 15:00:00,unknown,3,1,2024-08-16 11:05:00,8,True,True
1025,2024-09-26 14:59:00,2024-09-26 14:59:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
1852,2024-12-24 09:14:00,2024-12-24 09:14:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
344,2024-10-19 19:25:00,2024-10-19 19:25:00,unknown,4,3,2024-08-16 11:05:00,9,True,True
1629,2024-12-03 22:05:00,2024-12-03 22:05:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1792,2024-12-15 16:12:00,2024-12-15 16:12:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1947,2025-01-14 13:42:00,2025-01-14 13:42:00,alexey_linkedin,3,2,2024-08-16 11:05:00,7,True,True
1068,2024-10-08 07:54:00,2024-10-08 07:54:00,unknown,3,5,2024-08-16 11:05:00,7,True,True
1606,2024-12-03 17:01:00,2024-12-03 17:01:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1759,2024-12-11 09:51:00,2024-12-11 09:51:00,unknown,6,12,2024-08-16 11:05:00,9,True,True
891,2024-09-16 15:25:00,2024-09-16 15:25:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
1488,2024-11-11 07:23:00,2024-11-11 07:23:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
765,2024-09-05 23:07:00,2024-09-05 23:07:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
987,2024-09-22 21:12:00,2024-09-22 21:12:00,unknown,4,11,2024-08-16 11:05:00,8,True,True
3197,2025-07-15 15:14:00,2025-07-15 15:14:00,unknown,2,3,2025-02-22 09:38:00,2,True,True
1255,2024-10-16 15:13:00,2024-10-16 15:13:00,unknown,3,1,2024-08-16 11:05:00,8,True,True
598,2024-11-08 11:00:00,2024-11-08 11:00:00,unknown,4,1,2024-08-16 11:05:00,8,True,True
2708,2025-06-18 09:04:00,2025-06-18 09:04:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2905,2025-06-19 06:05:00,2025-06-19 06:05:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2958,2025-06-20 14:11:00,2025-06-20 14:11:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3128,2025-07-04 21:07:00,2025-07-04 21:07:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2527,2025-06-03 11:14:00,2025-06-03 11:14:00,unknown,2,3,2025-02-22 09:38:00,2,True,True
2649,2025-06-17 11:26:00,2025-06-17 11:26:00,dtc_newsletter,2,0,2024-08-16 14:36:00,2,False,True
2664,2025-06-18 08:00:00,2025-06-18 08:00:00,dtc_newsletter,2,0,2024-08-16 14:36:00,2,False,True
2756,2025-06-18 11:03:00,2025-06-18 11:03:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3003,2025-06-23 12:29:00,2025-06-23 12:29:00,alexey_linkedin,2,0,2024-08-16 14:36:00,2,False,True
3071,2025-06-30 10:13:00,2025-06-30 10:13:00,dtc_newsletter,2,0,2024-08-16 14:36:00,2,False,True
3085,2025-06-30 13:07:00,2025-06-30 13:07:00,dtc_newsletter,2,5,2025-02-22 09:38:00,2,True,True
1148,2024-10-13 19:10:00,2024-10-13 19:10:00,unknown,3,5,2024-08-16 11:05:00,8,True,True
2789,2025-06-18 12:22:00,2025-06-18 12:22:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
2736,2025-06-18 10:03:00,2025-06-18 10:03:00,alexey_linkedin,2,0,2024-08-16 14:36:00,2,False,True
2019,2025-01-20 16:36:00,2025-01-20 16:36:00,unknown,4,3,2024-08-16 11:05:00,8,True,True
1213,2024-10-16 11:40:00,2024-10-16 11:40:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1239,2024-10-16 13:15:00,2024-10-16 13:15:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1343,2024-10-21 14:38:00,2024-10-21 14:38:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1405,2024-10-28 09:31:00,2024-10-28 09:31:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1442,2024-11-01 15:26:00,2024-11-01 15:26:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1481,2024-11-07 16:05:00,2024-11-07 16:05:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
164,2024-08-22 14:03:00,2024-08-22 14:03:00,unknown,5,18,2024-08-16 11:05:00,9,True,True
973,2024-09-19 17:10:00,2024-09-19 17:10:00,unknown,3,11,2024-08-16 11:05:00,8,True,True
2520,2025-06-02 09:30:00,2025-06-02 09:30:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
3370,2025-08-27 16:29:00,2025-08-27 16:29:00,unknown,0,0,,0,False,False
3304,2025-08-07 11:16:00,2025-08-07 11:16:00,unknown,2,3,2025-02-22 09:38:00,2,True,True
647,2024-08-20 20:20:00,2024-08-20 20:20:00,unknown,2,1,2024-08-20 09:28:00,2,True,True
676,2024-08-25 20:41:00,2024-08-25 20:41:00,unknown,2,1,2024-08-20 09:28:00,2,True,True
1011,2024-09-25 11:48:00,2024-09-25 11:48:00,unknown,3,1,2024-08-20 09:28:00,3,True,True
1012,2024-09-25 11:57:00,2024-09-25 11:57:00,unknown,3,1,2024-08-20 09:28:00,3,True,True
1760,2024-12-11 11:41:00,2024-12-11 11:41:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2307,2025-03-07 21:25:00,2025-03-07 21:25:00,alexey_linkedin,2,0,2024-08-16 11:05:00,7,False,True
801,2024-09-09 15:28:00,2024-09-09 15:28:00,unknown,4,1,2024-08-16 14:36:00,4,True,True
955,2024-09-19 01:26:00,2024-09-19 01:26:00,unknown,4,1,2024-08-16 14:36:00,4,True,True
1870,2024-12-27 22:33:00,2024-12-27 22:33:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2504,2025-06-05 04:43:00,2025-06-05 04:43:00,unknown,4,4,2025-02-22 09:38:00,4,True,True
1521,2024-11-28 15:37:00,2024-11-28 15:37:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1660,2024-12-04 12:50:00,2024-12-04 12:50:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1664,2024-12-04 14:10:00,2024-12-04 14:10:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2047,2025-01-27 10:23:00,2025-01-27 10:23:00,unknown,7,12,2024-08-16 11:05:00,12,True,True
1624,2024-12-03 21:34:00,2025-06-18 13:32:00,alexey_linkedin,2,2,2024-08-16 11:05:00,7,True,True
1349,2024-10-22 07:30:00,2024-10-22 07:30:00,unknown,3,1,2024-08-16 11:05:00,8,True,True
871,2024-09-15 13:11:00,2024-09-15 13:11:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
880,2024-09-16 04:17:00,2024-09-16 04:17:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
889,2024-09-16 14:07:00,2024-09-16 14:07:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
953,2024-09-18 21:50:00,2024-09-18 21:50:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
622,2024-08-19 06:55:00,2024-08-19 06:55:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
846,2024-09-13 14:27:00,2024-09-13 14:27:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
857,2024-09-14 05:20:00,2024-09-14 05:20:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
91,2024-09-12 09:48:00,2024-09-12 09:48:00,unknown,5,60,2024-08-16 11:05:00,10,True,True
1509,2024-11-21 15:23:00,2024-11-21 15:23:00,unknown,3,1,2024-08-16 11:05:00,8,True,True
1696,2024-12-05 15:49:00,2024-12-05 15:49:00,unknown,4,2,2024-08-16 11:05:00,8,True,True
2313,2025-03-10 14:58:00,2025-03-10 14:58:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
3244,2025-07-25 08:43:00,2025-07-25 08:43:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3253,2025-07-25 11:17:00,2025-07-25 11:17:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
949,2024-09-18 17:26:00,2024-09-18 17:31:00,unknown,4,3,2024-08-16 11:10:00,5,True,True
2710,2025-06-18 09:06:00,2025-06-18 09:06:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2783,2025-06-18 12:09:00,2025-06-18 12:09:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3004,2025-06-23 13:16:00,2025-06-23 13:16:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
3032,2025-06-24 12:51:00,2025-06-24 12:51:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
3158,2025-07-07 16:44:00,2025-07-07 16:44:00,dtc_newsletter,1,0,2025-02-22 09:38:00,1,False,False
3240,2025-07-24 12:45:00,2025-07-24 12:45:00,unknown,2,0,2024-08-16 14:36:00,2,False,True
2734,2025-06-18 09:57:00,2025-06-18 09:57:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2787,2025-06-18 12:21:00,2025-06-18 12:21:00,alexey_linkedin,2,0,2025-02-22 09:38:00,2,False,True
2844,2025-06-18 15:25:00,2025-06-18 15:25:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2931,2025-06-19 15:32:00,2025-06-19 15:32:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
1719,2024-12-06 14:19:00,2024-12-06 14:19:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1715,2024-12-06 13:19:00,2024-12-06 13:19:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
1393,2024-10-25 18:15:00,2024-10-25 18:15:00,unknown,3,12,2024-08-16 11:10:00,4,True,True
2349,2025-03-17 00:56:00,2025-03-17 00:56:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2314,2025-03-10 17:31:00,2025-03-10 17:31:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2356,2025-03-18 15:10:00,2025-03-18 15:10:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
1125,2024-10-11 17:35:00,2024-10-11 17:35:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1127,2024-10-11 18:58:00,2024-10-11 18:58:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1216,2024-10-16 11:58:00,2024-10-16 11:58:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1384,2024-10-25 14:34:00,2024-10-25 14:34:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1912,2025-01-06 14:02:00,2025-01-06 14:02:00,unknown,0,0,,0,False,False
1913,2025-01-06 21:03:00,2025-01-06 21:03:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1915,2025-01-07 10:52:00,2025-01-07 10:52:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1934,2025-01-11 09:17:00,2025-01-11 09:17:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2286,2025-03-06 19:24:00,2025-03-06 19:24:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
3377,2025-09-05 10:48:00,2025-09-05 10:48:00,unknown,1,0,2025-09-03 13:34:00,1,False,False
986,2024-09-22 20:07:00,2024-10-14 09:19:00,unknown,7,16,2024-08-16 11:05:00,11,True,True
2444,2025-04-25 17:12:00,2025-04-25 17:12:00,unknown,0,0,,0,False,False
3297,2025-08-07 11:16:00,2025-08-07 11:16:00,unknown,2,3,2025-02-22 09:38:00,2,True,True
649,2024-08-20 21:01:00,2024-08-20 21:01:00,unknown,2,1,2024-08-20 09:28:00,2,True,True
1403,2024-10-28 08:09:00,2024-10-28 08:09:00,unknown,3,1,2024-08-16 11:05:00,8,True,True
1994,2025-01-18 23:39:00,2025-01-18 23:39:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1996,2025-01-19 15:44:00,2025-01-19 15:44:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
892,2024-09-16 15:56:00,2024-09-16 15:56:00,unknown,4,1,2024-08-16 14:36:00,4,True,True
1872,2024-12-28 13:08:00,2024-12-28 13:08:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1531,2024-12-01 17:00:00,2024-12-01 17:00:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1595,2024-12-03 16:07:00,2024-12-03 16:07:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1706,2024-12-06 05:47:00,2024-12-06 05:47:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1739,2024-12-10 10:10:00,2024-12-10 10:10:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1796,2024-12-16 05:39:00,2024-12-16 05:39:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1823,2024-12-19 00:05:00,2024-12-19 00:05:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1577,2024-12-03 13:34:00,2024-12-03 13:34:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1638,2024-12-04 00:14:00,2024-12-04 00:14:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1641,2024-12-04 01:58:00,2024-12-04 01:58:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1692,2024-12-05 14:32:00,2024-12-05 14:32:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1186,2024-10-15 16:11:00,2024-10-15 16:11:00,unknown,0,0,,0,False,False
1319,2024-10-18 16:38:00,2024-10-18 16:38:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
1325,2024-10-19 12:12:00,2024-10-19 12:12:00,unknown,3,1,2024-08-16 11:05:00,7,True,True
1599,2024-12-03 16:20:00,2024-12-03 16:20:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1684,2024-12-05 13:37:00,2024-12-05 13:37:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
96,2025-07-22 07:08:00,2025-07-22 07:08:00,unknown,5,0,2024-08-16 11:05:00,9,False,True
420,2024-10-12 00:47:00,2024-10-16 21:15:00,unknown,4,5,2024-08-16 11:05:00,9,True,True
778,2024-09-06 12:15:00,2024-09-06 12:15:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
845,2024-09-13 14:17:00,2024-09-13 14:17:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
856,2024-09-14 01:03:00,2024-09-14 01:03:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
2911,2025-06-19 07:40:00,2025-06-19 07:40:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
3194,2025-07-15 01:14:00,2025-07-15 01:14:00,alexey_linkedin,2,0,2025-02-22 09:38:00,2,False,True
2809,2025-06-18 13:27:00,2025-06-18 13:27:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
2684,2025-06-18 08:28:00,2025-06-18 08:28:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2890,2025-06-19 00:36:00,2025-06-19 00:36:00,alexey_linkedin,2,0,2024-08-16 14:36:00,2,False,True
3205,2025-07-19 10:19:00,2025-07-19 10:19:00,unknown,2,0,2024-08-16 14:36:00,2,False,True
2386,2025-04-01 12:10:00,2025-04-01 15:06:00,unknown,7,0,2024-08-16 11:05:00,11,False,True
2857,2025-06-18 17:15:00,2025-06-18 17:15:00,alexey_linkedin,1,0,2025-02-22 09:38:00,1,False,False
2024,2025-01-20 16:36:00,2025-01-20 16:36:00,unknown,5,6,2024-08-16 11:05:00,9,True,True
2310,2025-03-09 10:38:00,2025-03-09 10:38:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
1122,2024-10-11 15:51:00,2024-10-11 15:51:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1145,2024-10-13 13:27:00,2024-10-13 13:27:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1276,2024-10-16 19:25:00,2024-10-16 19:25:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
1379,2024-10-25 13:57:00,2024-10-25 13:57:00,unknown,2,1,2024-10-11 09:27:00,2,True,True
2043,2025-01-23 15:30:00,2025-01-23 15:30:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2075,2025-02-11 23:24:00,2025-02-11 23:24:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2223,2025-03-18 18:12:00,2025-03-18 18:12:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
2282,2025-03-05 22:05:00,2025-03-05 22:05:00,unknown,2,0,2024-08-16 11:05:00,7,False,True
1158,2024-10-15 04:46:00,2024-10-15 04:46:00,unknown,5,8,2024-08-16 11:05:00,9,True,True
3394,2025-09-10 14:14:00,2025-09-10 14:14:00,unknown,1,0,2025-09-03 13:34:00,1,False,False
3405,2025-09-15 13:32:00,2025-09-15 13:32:00,unknown,1,0,2025-09-03 13:34:00,1,False,False
431,2024-08-21 12:39:00,2025-06-18 11:20:00,alexey_linkedin,9,110,2024-08-16 11:05:00,13,True,True
1146,2024-10-13 17:19:00,2024-10-13 17:19:00,unknown,6,36,2024-08-16 11:05:00,9,True,True
2555,2025-06-09 14:59:00,2025-06-09 14:59:00,unknown,1,0,2025-02-22 09:38:00,1,False,False
1002,2024-09-24 14:52:00,2024-09-24 14:52:00,unknown,3,1,2024-08-20 09:28:00,3,True,True
1983,2025-01-16 21:34:00,2025-01-16 21:34:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2076,2025-02-12 09:10:00,2025-02-12 09:10:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
890,2024-09-16 14:45:00,2024-09-16 14:45:00,unknown,4,1,2024-08-16 14:36:00,4,True,True
1955,2025-01-14 17:11:00,2025-01-14 17:11:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
1331,2024-10-20 01:23:00,2024-10-20 01:23:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1691,2024-12-05 14:02:00,2024-12-05 14:02:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
1789,2024-12-15 05:51:00,2024-12-15 05:51:00,unknown,4,12,2024-08-16 11:05:00,8,True,True
1833,2024-12-21 20:27:00,2024-12-21 20:27:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
2036,2025-01-21 07:55:00,2025-01-21 07:55:00,activecampaign,7,10,2024-08-16 11:05:00,11,True,True
967,2024-09-19 13:17:00,2024-09-19 13:17:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
1073,2024-10-08 08:54:00,2024-10-08 08:54:00,unknown,3,5,2024-08-16 11:05:00,7,True,True
1446,2024-11-02 14:58:00,2024-11-02 14:58:00,unknown,2,1,2024-08-16 11:05:00,7,True,True
932,2024-09-17 21:09:00,2024-09-17 21:09:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
662,2024-08-22 18:25:00,2024-08-22 18:25:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
944,2024-09-18 06:58:00,2024-09-18 06:58:00,unknown,2,3,2024-08-16 11:10:00,3,True,True
686,2024-08-28 21:05:00,2024-08-28 21:05:00,unknown,3,3,2024-08-16 11:10:00,3,True,True
1094,2024-10-11 08:43:00,2024-10-11 08:43:00,unknown,4,6,2024-08-16 11:05:00,8,True,True
2328,2025-03-13 07:26:00,2025-03-13 07:26:00,unknown,2,0,2024-08-16 14:36:00,2,False,True
549,2024-09-30 20:05:00,2024-09-30 20:05:00,unknown,5,64,2024-08-16 11:05:00,8,True,True
769,2024-09-06 06:35:00,2024-09-06 06:35:00,unknown,4,4,2024-08-16 11:10:00,4,True,True
2632,2025-06-16 15:57:00,2025-06-16 15:57:00,dtc_newsletter,2,0,2025-02-22 09:38:00,2,False,True
